Season,Home Team,Away Team,Score,Month,Year,WeekOfYear,TotalShotsPerHomeTeam,TotalSoTPerHomeTeam,TotalPassesPerHomeTeam,TotalAccurPerHomeTeam,TotalInaccurPerHomeTeam,TotalShotsPerAwayTeam,TotalSoTPerAwayTeam,TotalPassesPerAwayTeam,TotalAccurPerAwayTeam,TotalInaccurPerAwayTeam,ShotsHomeAway_diff,SoTHomeAway_diff,TotalShotsPerMatch,TotalSoTPerMatch,TotalPassesPerMatch,TotalAccurPerMatch,TotalInaccurPerMatch,AccurPassesHome,AccurPassesAway,AccurPassesMatch,ShotsPerHalf1Home,ShotsPerHalf2Home,SoTPerHalf1Home,SoTPerHalf2Home,PassesPerHalf1Home,PassesPerHalf2Home,AccurPerHalf1Home,AccurPerHalf2Home,InaccurPerHalf1Home,InaccurPerHalf2Home,AccurPassesPerHalf1Home,AccurPassesPerHalf2Home,ShotsPerHalf1Away,ShotsPerHalf2Away,SoTPerHalf1Away,SoTPerHalf2Away,PassesPerHalf1Away,PassesPerHalf2Away,AccurPerHalf1Away,AccurPerHalf2Away,InaccurPerHalf1Away,InaccurPerHalf2Away,AccurPassesPerHalf1Away,AccurPassesPerHalf2Away,ShotsHalf1_diff,ShotsHalf2_diff,SoTHalf1_diff,SoTHalf2_diff
1,Comet,Antennae,Home Win,1,2017,17,6.0,1.0,393.0,323.0,70.0,5.0,1.0,415.0,326.0,89.0,1.0,0.0,11.0,2.0,808.0,649.0,159.0,0.822,0.7856,0.803,4.0,2.0,1.0,0.0,204.0,189.0,171.0,152.0,33.0,37.0,0.8384,0.804,4.0,1.0,1.0,0.0,185.0,230.0,152.0,174.0,33.0,56.0,0.822,0.7563,0.0,1.0,0.0,0.0
1,Cosmos Redshift 7,Antennae,Home Win,1,2017,25,15.0,5.0,484.0,404.0,80.0,11.0,2.0,384.0,311.0,73.0,4.0,3.0,26.0,7.0,868.0,715.0,153.0,0.8345,0.81,0.8237,6.0,9.0,1.0,4.0,241.0,243.0,193.0,211.0,48.0,32.0,0.801,0.868,8.0,3.0,1.0,1.0,181.0,203.0,142.0,169.0,39.0,34.0,0.7847,0.8325,-2.0,6.0,0.0,3.0
1,Medusa Merger,Antennae,Home Win,11,2016,331,16.0,5.0,443.0,367.0,76.0,7.0,2.0,317.0,231.0,86.0,9.0,3.0,23.0,7.0,760.0,598.0,162.0,0.8286,0.7285,0.7866,9.0,7.0,3.0,2.0,282.0,161.0,248.0,119.0,34.0,42.0,0.8794,0.7393,1.0,6.0,0.0,2.0,144.0,173.0,107.0,124.0,37.0,49.0,0.743,0.717,8.0,1.0,3.0,0.0
2,Antennae,Coma Pinwheel,Home Win,11,2017,308,12.0,0.0,672.0,573.0,99.0,6.0,2.0,446.0,356.0,90.0,6.0,-2.0,18.0,2.0,1118.0,929.0,189.0,0.8525,0.7983,0.831,7.0,5.0,0.0,0.0,360.0,312.0,311.0,262.0,49.0,50.0,0.864,0.84,0.0,6.0,0.0,2.0,216.0,230.0,169.0,187.0,47.0,43.0,0.782,0.813,7.0,-1.0,0.0,-2.0
2,Sunflower,Antennae,Home Win,10,2017,301,9.0,2.0,654.0,553.0,101.0,15.0,2.0,484.0,359.0,125.0,-6.0,0.0,24.0,4.0,1138.0,912.0,226.0,0.8457,0.7417,0.8013,4.0,5.0,1.0,1.0,380.0,274.0,326.0,227.0,54.0,47.0,0.858,0.8286,3.0,12.0,0.0,2.0,202.0,282.0,145.0,214.0,57.0,68.0,0.718,0.759,1.0,-7.0,1.0,-1.0
2,Medusa Merger,Antennae,Home Win,11,2017,326,8.0,3.0,484.0,403.0,81.0,12.0,4.0,336.0,241.0,95.0,-4.0,-1.0,20.0,7.0,820.0,644.0,176.0,0.8325,0.7173,0.785,1.0,7.0,0.0,3.0,297.0,187.0,260.0,143.0,37.0,44.0,0.8755,0.7646,3.0,9.0,1.0,3.0,166.0,170.0,117.0,124.0,49.0,46.0,0.7046,0.7295,-2.0,-2.0,-1.0,0.0
2,Milky Way,Antennae,Draw,1,2018,20,5.0,3.0,375.0,275.0,100.0,14.0,3.0,646.0,557.0,89.0,-9.0,0.0,19.0,6.0,1021.0,832.0,189.0,0.7334,0.8623,0.815,2.0,3.0,2.0,1.0,152.0,223.0,115.0,160.0,37.0,63.0,0.7563,0.7173,10.0,4.0,3.0,0.0,399.0,247.0,359.0,198.0,40.0,49.0,0.9,0.802,-8.0,-1.0,-1.0,1.0
1,Antennae,Butterfly,Away win,8,2016,216,22.0,6.0,551.0,463.0,88.0,6.0,0.0,392.0,315.0,77.0,16.0,6.0,28.0,6.0,943.0,778.0,165.0,0.8403,0.8037,0.825,9.0,13.0,3.0,3.0,296.0,255.0,260.0,203.0,36.0,52.0,0.8784,0.796,2.0,4.0,0.0,0.0,203.0,189.0,167.0,148.0,36.0,41.0,0.8228,0.783,7.0,9.0,3.0,3.0
1,Antennae,Cartwheel,Home Win,10,2016,275,13.0,4.0,394.0,316.0,78.0,8.0,2.0,572.0,473.0,99.0,5.0,2.0,21.0,6.0,966.0,789.0,177.0,0.8022,0.827,0.817,4.0,9.0,2.0,2.0,210.0,184.0,169.0,147.0,41.0,37.0,0.8047,0.799,3.0,5.0,1.0,1.0,327.0,245.0,271.0,202.0,56.0,43.0,0.8286,0.8247,1.0,4.0,1.0,1.0
1,Antennae,Cigar,Away win,9,2016,268,8.0,4.0,297.0,233.0,64.0,8.0,1.0,425.0,345.0,80.0,0.0,3.0,16.0,5.0,722.0,578.0,144.0,0.7847,0.8115,0.801,6.0,2.0,2.0,2.0,156.0,141.0,127.0,106.0,29.0,35.0,0.814,0.752,5.0,3.0,0.0,1.0,191.0,234.0,146.0,199.0,45.0,35.0,0.764,0.8506,1.0,-1.0,2.0,1.0
1,Antennae,Cosmos Redshift 7,Draw,8,2016,233,11.0,3.0,279.0,204.0,75.0,10.0,1.0,488.0,400.0,88.0,1.0,2.0,21.0,4.0,767.0,604.0,163.0,0.731,0.82,0.7876,5.0,6.0,1.0,2.0,145.0,134.0,107.0,97.0,38.0,37.0,0.738,0.724,8.0,2.0,1.0,0.0,256.0,232.0,212.0,188.0,44.0,44.0,0.828,0.8105,-3.0,4.0,0.0,2.0
1,Sombrero,Antennae,Home Win,8,2016,240,3.0,0.0,319.0,219.0,100.0,8.0,2.0,434.0,337.0,97.0,-5.0,-2.0,11.0,2.0,753.0,556.0,197.0,0.6865,0.7764,0.7383,0.0,3.0,0.0,0.0,197.0,122.0,134.0,85.0,63.0,37.0,0.68,0.697,3.0,5.0,2.0,0.0,221.0,213.0,170.0,167.0,51.0,46.0,0.769,0.784,-3.0,-2.0,-2.0,0.0
1,Eye of Sauron,Antennae,Home Win,8,2016,223,7.0,2.0,428.0,315.0,113.0,4.0,1.0,420.0,289.0,131.0,3.0,1.0,11.0,3.0,848.0,604.0,244.0,0.736,0.688,0.7124,2.0,5.0,1.0,1.0,211.0,217.0,165.0,150.0,46.0,67.0,0.782,0.6914,2.0,2.0,0.0,1.0,192.0,228.0,127.0,162.0,65.0,66.0,0.6616,0.7104,0.0,3.0,1.0,0.0
1,Milky Way,Antennae,Home Win,9,2016,272,13.0,5.0,442.0,363.0,79.0,9.0,3.0,437.0,353.0,84.0,4.0,2.0,22.0,8.0,879.0,716.0,163.0,0.8213,0.8076,0.8145,4.0,9.0,1.0,4.0,256.0,186.0,218.0,145.0,38.0,41.0,0.8516,0.78,2.0,7.0,1.0,2.0,203.0,234.0,167.0,186.0,36.0,48.0,0.8228,0.795,2.0,2.0,0.0,2.0
2,Antennae,Fireworks,Home Win,1,2018,29,7.0,2.0,571.0,492.0,79.0,10.0,3.0,498.0,411.0,87.0,-3.0,-1.0,17.0,5.0,1069.0,903.0,166.0,0.862,0.825,0.8447,6.0,1.0,1.0,1.0,387.0,184.0,339.0,153.0,48.0,31.0,0.876,0.8315,3.0,7.0,1.0,2.0,227.0,271.0,182.0,229.0,45.0,42.0,0.802,0.845,3.0,-6.0,0.0,-1.0
2,Backward,Antennae,Away win,1,2018,23,9.0,1.0,477.0,397.0,80.0,8.0,1.0,567.0,495.0,72.0,1.0,0.0,17.0,2.0,1044.0,892.0,152.0,0.8325,0.873,0.8545,3.0,6.0,1.0,0.0,222.0,255.0,180.0,217.0,42.0,38.0,0.811,0.851,4.0,4.0,1.0,0.0,373.0,194.0,332.0,163.0,41.0,31.0,0.89,0.8403,-1.0,2.0,0.0,0.0
2,Cigar,Antennae,Away win,2,2018,48,7.0,2.0,312.0,244.0,68.0,12.0,5.0,495.0,415.0,80.0,-5.0,-3.0,19.0,7.0,807.0,659.0,148.0,0.782,0.8384,0.8164,2.0,5.0,0.0,2.0,193.0,119.0,153.0,91.0,40.0,28.0,0.793,0.7646,5.0,7.0,1.0,4.0,254.0,241.0,210.0,205.0,44.0,36.0,0.8267,0.8506,-3.0,-2.0,-1.0,-2.0
2,Comet,Antennae,Draw,6,2018,156,12.0,3.0,228.0,151.0,77.0,8.0,2.0,649.0,569.0,80.0,4.0,1.0,20.0,5.0,877.0,720.0,157.0,0.662,0.877,0.821,7.0,5.0,2.0,1.0,132.0,96.0,93.0,58.0,39.0,38.0,0.7046,0.604,3.0,5.0,1.0,1.0,258.0,391.0,221.0,348.0,37.0,43.0,0.8564,0.89,4.0,0.0,1.0,0.0
2,Antennae,Backward,Away win,5,2018,131,11.0,3.0,598.0,504.0,94.0,10.0,2.0,279.0,203.0,76.0,1.0,1.0,21.0,5.0,877.0,707.0,170.0,0.843,0.7275,0.806,5.0,6.0,1.0,2.0,275.0,323.0,237.0,267.0,38.0,56.0,0.862,0.8267,6.0,4.0,2.0,0.0,156.0,123.0,124.0,79.0,32.0,44.0,0.795,0.642,-1.0,2.0,-1.0,2.0
2,Antennae,Sculptor,Home Win,2,2018,33,5.0,1.0,456.0,385.0,71.0,7.0,3.0,504.0,422.0,82.0,-2.0,-2.0,12.0,4.0,960.0,807.0,153.0,0.844,0.8374,0.841,3.0,2.0,0.0,1.0,297.0,159.0,260.0,125.0,37.0,34.0,0.8755,0.786,3.0,4.0,2.0,1.0,257.0,247.0,216.0,206.0,41.0,41.0,0.8403,0.834,0.0,-2.0,-2.0,0.0
2,Antennae,Cigar,Away win,1,2018,13,11.0,1.0,514.0,435.0,79.0,8.0,3.0,296.0,209.0,87.0,3.0,-2.0,19.0,4.0,810.0,644.0,166.0,0.846,0.706,0.795,4.0,7.0,0.0,1.0,236.0,278.0,199.0,236.0,37.0,42.0,0.8433,0.849,3.0,5.0,1.0,2.0,134.0,162.0,97.0,112.0,37.0,50.0,0.724,0.6914,1.0,2.0,-1.0,-1.0
2,Antennae,Circinus,Home Win,12,2017,354,6.0,2.0,515.0,424.0,91.0,8.0,2.0,445.0,354.0,91.0,-2.0,0.0,14.0,4.0,960.0,778.0,182.0,0.823,0.7954,0.8105,4.0,2.0,1.0,1.0,289.0,226.0,241.0,183.0,48.0,43.0,0.834,0.8096,2.0,6.0,0.0,2.0,162.0,283.0,124.0,230.0,38.0,53.0,0.7656,0.8125,2.0,-4.0,1.0,-1.0
2,Antennae,Cartwheel,Draw,11,2017,332,12.0,2.0,283.0,197.0,86.0,10.0,3.0,691.0,601.0,90.0,2.0,-1.0,22.0,5.0,974.0,798.0,176.0,0.6963,0.8696,0.8193,5.0,7.0,1.0,1.0,139.0,144.0,98.0,99.0,41.0,45.0,0.705,0.6875,4.0,6.0,2.0,1.0,336.0,355.0,293.0,308.0,43.0,47.0,0.872,0.8677,1.0,1.0,-1.0,0.0
2,Antennae,Sunflower,Home Win,4,2018,114,9.0,4.0,463.0,400.0,63.0,13.0,5.0,406.0,336.0,70.0,-4.0,-1.0,22.0,9.0,869.0,736.0,133.0,0.864,0.8276,0.847,7.0,2.0,2.0,2.0,234.0,229.0,205.0,195.0,29.0,34.0,0.876,0.8516,3.0,10.0,0.0,5.0,148.0,258.0,111.0,225.0,37.0,33.0,0.75,0.872,4.0,-8.0,2.0,-3.0
2,Antennae,Medusa Merger,Draw,4,2018,111,10.0,0.0,348.0,271.0,77.0,9.0,2.0,539.0,460.0,79.0,1.0,-2.0,19.0,2.0,887.0,731.0,156.0,0.779,0.8535,0.824,4.0,6.0,0.0,0.0,212.0,136.0,173.0,98.0,39.0,38.0,0.816,0.7207,3.0,6.0,0.0,2.0,296.0,243.0,256.0,204.0,40.0,39.0,0.8647,0.8394,1.0,0.0,0.0,-2.0
2,Antennae,Milky Way,Home Win,3,2018,61,8.0,1.0,386.0,298.0,88.0,4.0,3.0,489.0,386.0,103.0,4.0,-2.0,12.0,4.0,875.0,684.0,191.0,0.772,0.7896,0.7817,2.0,6.0,0.0,1.0,232.0,154.0,186.0,112.0,46.0,42.0,0.802,0.727,4.0,0.0,3.0,0.0,261.0,228.0,204.0,182.0,57.0,46.0,0.7817,0.7983,-2.0,6.0,-3.0,1.0
2,Antennae,Tadpole,Home Win,6,2018,153,10.0,2.0,588.0,495.0,93.0,14.0,5.0,466.0,388.0,78.0,-4.0,-3.0,24.0,7.0,1054.0,883.0,171.0,0.842,0.8325,0.838,6.0,4.0,1.0,1.0,351.0,237.0,305.0,190.0,46.0,47.0,0.869,0.802,4.0,10.0,1.0,4.0,182.0,284.0,149.0,239.0,33.0,45.0,0.819,0.8413,2.0,-6.0,0.0,-3.0
2,Antennae,Triangulum,Home Win,4,2018,111,10.0,2.0,663.0,569.0,94.0,8.0,4.0,538.0,439.0,99.0,2.0,-2.0,18.0,6.0,1201.0,1008.0,193.0,0.8584,0.816,0.8394,6.0,4.0,1.0,1.0,357.0,306.0,318.0,251.0,39.0,55.0,0.8906,0.8203,3.0,5.0,1.0,3.0,253.0,285.0,210.0,229.0,43.0,56.0,0.83,0.8037,3.0,-1.0,0.0,-2.0
2,Sculptor,Antennae,Draw,1,2018,10,11.0,3.0,458.0,392.0,66.0,11.0,5.0,384.0,319.0,65.0,0.0,-2.0,22.0,8.0,842.0,711.0,131.0,0.856,0.8306,0.844,6.0,5.0,2.0,1.0,245.0,213.0,214.0,178.0,31.0,35.0,0.8735,0.8354,7.0,4.0,3.0,2.0,193.0,191.0,161.0,158.0,32.0,33.0,0.834,0.827,-1.0,1.0,-1.0,-1.0
2,Circinus,Antennae,Away win,3,2018,69,10.0,3.0,603.0,514.0,89.0,9.0,4.0,340.0,260.0,80.0,1.0,-1.0,19.0,7.0,943.0,774.0,169.0,0.8525,0.7646,0.821,3.0,7.0,1.0,2.0,285.0,318.0,247.0,267.0,38.0,51.0,0.8667,0.84,4.0,5.0,2.0,2.0,196.0,144.0,159.0,101.0,37.0,43.0,0.811,0.701,-1.0,2.0,-1.0,0.0
2,Cartwheel,Antennae,Away win,4,2018,118,9.0,3.0,647.0,560.0,87.0,7.0,5.0,331.0,258.0,73.0,2.0,-2.0,16.0,8.0,978.0,818.0,160.0,0.8657,0.7793,0.8364,3.0,6.0,2.0,1.0,338.0,309.0,300.0,260.0,38.0,49.0,0.8877,0.8413,1.0,6.0,0.0,5.0,151.0,180.0,121.0,137.0,30.0,43.0,0.8013,0.761,2.0,0.0,2.0,-4.0
2,Coma Pinwheel,Antennae,Away win,4,2018,94,5.0,1.0,481.0,420.0,61.0,8.0,3.0,403.0,332.0,71.0,-3.0,-2.0,13.0,4.0,884.0,752.0,132.0,0.873,0.8237,0.8506,2.0,3.0,1.0,0.0,210.0,271.0,180.0,240.0,30.0,31.0,0.857,0.8857,7.0,1.0,2.0,1.0,241.0,162.0,200.0,132.0,41.0,30.0,0.83,0.815,-5.0,2.0,-1.0,-1.0
2,Fireworks,Antennae,Away win,4,2018,99,12.0,4.0,396.0,324.0,72.0,9.0,2.0,446.0,371.0,75.0,3.0,2.0,21.0,6.0,842.0,695.0,147.0,0.8184,0.832,0.825,6.0,6.0,1.0,3.0,183.0,213.0,154.0,170.0,29.0,43.0,0.8413,0.7983,5.0,4.0,2.0,0.0,241.0,205.0,207.0,164.0,34.0,41.0,0.859,0.8,1.0,2.0,-1.0,3.0
2,Triangulum,Antennae,Draw,12,2017,339,13.0,3.0,418.0,308.0,110.0,8.0,5.0,329.0,240.0,89.0,5.0,-2.0,21.0,8.0,747.0,548.0,199.0,0.737,0.7295,0.7334,6.0,7.0,0.0,3.0,214.0,204.0,153.0,155.0,61.0,49.0,0.715,0.76,2.0,6.0,2.0,3.0,175.0,154.0,126.0,114.0,49.0,40.0,0.72,0.74,4.0,1.0,-2.0,0.0
2,Tadpole,Antennae,Draw,2,2018,45,8.0,2.0,447.0,353.0,94.0,2.0,0.0,371.0,295.0,76.0,6.0,2.0,10.0,2.0,818.0,648.0,170.0,0.7896,0.795,0.792,5.0,3.0,2.0,0.0,233.0,214.0,193.0,160.0,40.0,54.0,0.828,0.7476,1.0,1.0,0.0,0.0,201.0,170.0,169.0,126.0,32.0,44.0,0.841,0.741,4.0,2.0,2.0,0.0
2,Cigar,Triangulum,Home Win,1,2018,19,9.0,1.0,422.0,351.0,71.0,12.0,3.0,435.0,349.0,86.0,-3.0,-2.0,21.0,4.0,857.0,700.0,157.0,0.8315,0.8022,0.817,3.0,6.0,0.0,1.0,215.0,207.0,179.0,172.0,36.0,35.0,0.8325,0.831,8.0,4.0,1.0,2.0,180.0,255.0,132.0,217.0,48.0,38.0,0.7334,0.851,-5.0,2.0,-1.0,-1.0
2,Circinus,Triangulum,Draw,11,2017,333,9.0,4.0,408.0,316.0,92.0,10.0,2.0,419.0,329.0,90.0,-1.0,2.0,19.0,6.0,827.0,645.0,182.0,0.7744,0.785,0.78,3.0,6.0,2.0,2.0,225.0,183.0,167.0,149.0,58.0,34.0,0.742,0.814,6.0,4.0,2.0,0.0,253.0,166.0,195.0,134.0,58.0,32.0,0.7705,0.807,-3.0,2.0,0.0,2.0
2,Coma Pinwheel,Triangulum,Draw,12,2017,350,8.0,4.0,411.0,308.0,103.0,15.0,3.0,484.0,382.0,102.0,-7.0,1.0,23.0,7.0,895.0,690.0,205.0,0.7495,0.789,0.771,6.0,2.0,3.0,1.0,224.0,187.0,174.0,134.0,50.0,53.0,0.777,0.717,7.0,8.0,0.0,3.0,208.0,276.0,156.0,226.0,52.0,50.0,0.75,0.819,-1.0,-6.0,3.0,-2.0
2,Comet,Triangulum,Away win,2,2018,43,13.0,3.0,605.0,488.0,117.0,8.0,2.0,331.0,237.0,94.0,5.0,1.0,21.0,5.0,936.0,725.0,211.0,0.8066,0.716,0.7744,6.0,7.0,3.0,0.0,267.0,338.0,212.0,276.0,55.0,62.0,0.794,0.8164,3.0,5.0,1.0,1.0,178.0,153.0,134.0,103.0,44.0,50.0,0.753,0.6733,3.0,2.0,2.0,-1.0
2,Medusa Merger,Triangulum,Draw,10,2017,301,8.0,3.0,637.0,553.0,84.0,6.0,2.0,302.0,233.0,69.0,2.0,1.0,14.0,5.0,939.0,786.0,153.0,0.868,0.7715,0.837,7.0,1.0,3.0,0.0,312.0,325.0,275.0,278.0,37.0,47.0,0.8813,0.8555,4.0,2.0,2.0,0.0,172.0,130.0,135.0,98.0,37.0,32.0,0.7847,0.754,3.0,-1.0,1.0,0.0
2,Milky Way,Triangulum,Home Win,5,2018,132,13.0,5.0,504.0,431.0,73.0,7.0,2.0,531.0,442.0,89.0,6.0,3.0,20.0,7.0,1035.0,873.0,162.0,0.855,0.8325,0.8433,6.0,7.0,3.0,2.0,320.0,184.0,280.0,151.0,40.0,33.0,0.875,0.821,1.0,6.0,1.0,1.0,246.0,285.0,198.0,244.0,48.0,41.0,0.8047,0.856,5.0,1.0,2.0,1.0
2,Tadpole,Triangulum,Draw,3,2018,66,8.0,3.0,374.0,293.0,81.0,14.0,5.0,478.0,396.0,82.0,-6.0,-2.0,22.0,8.0,852.0,689.0,163.0,0.783,0.8286,0.8086,5.0,3.0,1.0,2.0,232.0,142.0,190.0,103.0,42.0,39.0,0.819,0.7256,5.0,9.0,3.0,2.0,208.0,270.0,171.0,225.0,37.0,45.0,0.8223,0.8335,0.0,-6.0,-2.0,0.0
2,Triangulum,Backward,Home Win,11,2017,326,24.0,5.0,404.0,327.0,77.0,7.0,2.0,354.0,268.0,86.0,17.0,3.0,31.0,7.0,758.0,595.0,163.0,0.8096,0.757,0.785,10.0,14.0,3.0,2.0,186.0,218.0,152.0,175.0,34.0,43.0,0.8174,0.8027,5.0,2.0,1.0,1.0,195.0,159.0,161.0,107.0,34.0,52.0,0.8257,0.673,5.0,12.0,2.0,1.0
2,Triangulum,Cigar,Home Win,5,2018,124,11.0,2.0,530.0,448.0,82.0,8.0,3.0,424.0,352.0,72.0,3.0,-1.0,19.0,5.0,954.0,800.0,154.0,0.845,0.83,0.8384,4.0,7.0,1.0,1.0,249.0,281.0,211.0,237.0,38.0,44.0,0.847,0.8433,2.0,6.0,0.0,3.0,270.0,154.0,232.0,120.0,38.0,34.0,0.8594,0.7793,2.0,1.0,1.0,-2.0
2,Triangulum,Sunflower,Draw,10,2017,298,12.0,7.0,521.0,441.0,80.0,11.0,0.0,523.0,458.0,65.0,1.0,7.0,23.0,7.0,1044.0,899.0,145.0,0.8467,0.8755,0.8613,3.0,9.0,2.0,5.0,289.0,232.0,249.0,192.0,40.0,40.0,0.862,0.8276,7.0,4.0,0.0,0.0,274.0,249.0,234.0,224.0,40.0,25.0,0.854,0.8994,-4.0,5.0,2.0,5.0
2,Triangulum,Coma Pinwheel,Away win,5,2018,121,19.0,6.0,583.0,489.0,94.0,11.0,4.0,401.0,308.0,93.0,8.0,2.0,30.0,10.0,984.0,797.0,187.0,0.839,0.768,0.81,6.0,13.0,3.0,3.0,296.0,287.0,250.0,239.0,46.0,48.0,0.8447,0.8325,8.0,3.0,4.0,0.0,241.0,160.0,191.0,117.0,50.0,43.0,0.7925,0.7314,-2.0,10.0,-1.0,3.0
2,Triangulum,Comet,Home Win,5,2018,135,14.0,6.0,495.0,392.0,103.0,8.0,4.0,377.0,290.0,87.0,6.0,2.0,22.0,10.0,872.0,682.0,190.0,0.792,0.769,0.782,8.0,6.0,4.0,2.0,262.0,233.0,202.0,190.0,60.0,43.0,0.771,0.8154,6.0,2.0,3.0,1.0,175.0,202.0,137.0,153.0,38.0,49.0,0.7827,0.7573,2.0,4.0,1.0,1.0
2,Triangulum,Fireworks,Home Win,2,2018,52,9.0,1.0,375.0,300.0,75.0,12.0,4.0,569.0,469.0,100.0,-3.0,-3.0,21.0,5.0,944.0,769.0,175.0,0.8,0.824,0.8145,4.0,5.0,1.0,0.0,192.0,183.0,167.0,133.0,25.0,50.0,0.8696,0.7266,4.0,8.0,2.0,2.0,273.0,296.0,224.0,245.0,49.0,51.0,0.8203,0.8276,0.0,-3.0,-1.0,-2.0
2,Triangulum,Milky Way,Away win,1,2018,24,15.0,3.0,426.0,307.0,119.0,5.0,2.0,366.0,249.0,117.0,10.0,1.0,20.0,5.0,792.0,556.0,236.0,0.7207,0.68,0.702,6.0,9.0,1.0,2.0,188.0,238.0,133.0,174.0,55.0,64.0,0.7075,0.731,2.0,3.0,0.0,2.0,191.0,175.0,134.0,115.0,57.0,60.0,0.7017,0.657,4.0,6.0,1.0,0.0
1,Backward,Cigar,Draw,9,2017,248,7.0,0.0,292.0,194.0,98.0,8.0,3.0,443.0,344.0,99.0,-1.0,-3.0,15.0,3.0,735.0,538.0,197.0,0.6646,0.7764,0.732,3.0,4.0,0.0,0.0,121.0,171.0,83.0,111.0,38.0,60.0,0.686,0.649,4.0,4.0,3.0,0.0,216.0,227.0,167.0,177.0,49.0,50.0,0.773,0.78,-1.0,0.0,-3.0,0.0
1,Backward,Circinus,Away win,8,2017,234,28.0,9.0,512.0,437.0,75.0,9.0,3.0,329.0,244.0,85.0,19.0,6.0,37.0,12.0,841.0,681.0,160.0,0.8535,0.7417,0.8096,10.0,18.0,4.0,5.0,255.0,257.0,207.0,230.0,48.0,27.0,0.8115,0.895,6.0,3.0,1.0,2.0,189.0,140.0,142.0,102.0,47.0,38.0,0.7515,0.7285,4.0,15.0,3.0,3.0
1,Backward,Coma Pinwheel,Home Win,3,2017,66,11.0,3.0,333.0,249.0,84.0,17.0,3.0,596.0,507.0,89.0,-6.0,0.0,28.0,6.0,929.0,756.0,173.0,0.7476,0.8506,0.814,11.0,0.0,3.0,0.0,131.0,202.0,99.0,150.0,32.0,52.0,0.756,0.7427,6.0,11.0,2.0,1.0,305.0,291.0,260.0,247.0,45.0,44.0,0.8525,0.8486,5.0,-11.0,1.0,-1.0
1,Backward,Comet,Home Win,1,2017,26,14.0,4.0,491.0,404.0,87.0,14.0,4.0,461.0,377.0,84.0,0.0,0.0,28.0,8.0,952.0,781.0,171.0,0.8228,0.818,0.8203,7.0,7.0,1.0,3.0,268.0,223.0,225.0,179.0,43.0,44.0,0.8394,0.8027,3.0,11.0,1.0,3.0,235.0,226.0,195.0,182.0,40.0,44.0,0.8296,0.805,4.0,-4.0,0.0,0.0
1,Backward,Cosmos Redshift 7,Draw,12,2016,342,14.0,5.0,314.0,215.0,99.0,9.0,2.0,415.0,329.0,86.0,5.0,3.0,23.0,7.0,729.0,544.0,185.0,0.6846,0.793,0.746,6.0,8.0,2.0,3.0,155.0,159.0,109.0,106.0,46.0,53.0,0.703,0.6665,5.0,4.0,2.0,0.0,201.0,214.0,158.0,171.0,43.0,43.0,0.786,0.799,1.0,4.0,0.0,3.0
1,Backward,Eye of Sauron,Home Win,1,2017,11,8.0,2.0,308.0,226.0,82.0,20.0,6.0,578.0,476.0,102.0,-12.0,-4.0,28.0,8.0,886.0,702.0,184.0,0.734,0.8237,0.7925,2.0,6.0,0.0,2.0,155.0,153.0,123.0,103.0,32.0,50.0,0.7935,0.6733,7.0,13.0,1.0,5.0,295.0,283.0,248.0,228.0,47.0,55.0,0.841,0.8057,-5.0,-7.0,-1.0,-3.0
1,Backward,Fireworks,Away win,12,2016,356,22.0,2.0,439.0,337.0,102.0,13.0,5.0,430.0,330.0,100.0,9.0,-3.0,35.0,7.0,869.0,667.0,202.0,0.7676,0.7676,0.7676,7.0,15.0,0.0,2.0,220.0,219.0,178.0,159.0,42.0,60.0,0.809,0.726,6.0,7.0,4.0,1.0,228.0,202.0,186.0,144.0,42.0,58.0,0.816,0.713,1.0,8.0,-4.0,1.0
1,Backward,Medusa Merger,Draw,11,2016,311,18.0,6.0,330.0,259.0,71.0,12.0,3.0,577.0,501.0,76.0,6.0,3.0,30.0,9.0,907.0,760.0,147.0,0.7847,0.868,0.838,10.0,8.0,6.0,0.0,207.0,123.0,166.0,93.0,41.0,30.0,0.802,0.756,6.0,6.0,2.0,1.0,325.0,252.0,284.0,217.0,41.0,35.0,0.874,0.8613,4.0,2.0,4.0,-1.0
1,Cartwheel,Backward,Home Win,1,2017,5,14.0,1.0,622.0,558.0,64.0,7.0,0.0,413.0,334.0,79.0,7.0,1.0,21.0,1.0,1035.0,892.0,143.0,0.897,0.8086,0.862,4.0,10.0,0.0,1.0,307.0,315.0,277.0,281.0,30.0,34.0,0.9023,0.892,3.0,4.0,0.0,0.0,202.0,211.0,165.0,169.0,37.0,42.0,0.817,0.801,1.0,6.0,0.0,1.0
1,Circinus,Backward,Draw,12,2016,336,8.0,2.0,494.0,414.0,80.0,17.0,7.0,374.0,299.0,75.0,-9.0,-5.0,25.0,9.0,868.0,713.0,155.0,0.838,0.7993,0.8213,3.0,5.0,1.0,1.0,244.0,250.0,205.0,209.0,39.0,41.0,0.8403,0.836,6.0,11.0,3.0,4.0,231.0,143.0,193.0,106.0,38.0,37.0,0.8354,0.741,-3.0,-6.0,-2.0,-3.0
